'Elapsed time','ECG I filtered'
'0:09.580',-0.045
'0:09.582',-0.045
'0:09.584',-0.050
'0:09.586',-0.050
'0:09.588',-0.055
'0:09.590',-0.055
'0:09.592',-0.050
'0:09.594',-0.045
'0:09.596',-0.035
'0:09.598',-0.025
'0:09.600',-0.015
'0:09.602',-0.010
'0:09.604',-0.010
'0:09.606',-0.010
'0:09.608',-0.020
'0:09.610',-0.035
'0:09.612',-0.050
'0:09.614',-0.060
'0:09.616',-0.065
'0:09.618',-0.070
'0:09.620',-0.060
'0:09.622',-0.045
'0:09.624',-0.030
'0:09.626',-0.015
'0:09.628',0.000
'0:09.630',0.010
'0:09.632',0.010
'0:09.634',0.005
'0:09.636',-0.005
'0:09.638',-0.020
'0:09.640',-0.030
'0:09.642',-0.040
'0:09.644',-0.050
'0:09.646',-0.050
'0:09.648',-0.045
'0:09.650',-0.040
'0:09.652',-0.035
'0:09.654',-0.035
'0:09.656',-0.035
'0:09.658',-0.035
'0:09.660',-0.040
'0:09.662',-0.045
'0:09.664',-0.050
'0:09.666',-0.050
'0:09.668',-0.050
'0:09.670',-0.045
'0:09.672',-0.045
'0:09.674',-0.040
'0:09.676',-0.035
'0:09.678',-0.035
'0:09.680',-0.035
'0:09.682',-0.040
'0:09.684',-0.040
'0:09.686',-0.045
'0:09.688',-0.045
'0:09.690',-0.050
'0:09.692',-0.050
'0:09.694',-0.045
'0:09.696',-0.045
'0:09.698',-0.040
'0:09.700',-0.035
'0:09.702',-0.035
'0:09.704',-0.030
'0:09.706',-0.025
'0:09.708',-0.020
'0:09.710',-0.020
'0:09.712',-0.020
'0:09.714',-0.020
'0:09.716',-0.025
'0:09.718',-0.030
'0:09.720',-0.035
'0:09.722',-0.040
'0:09.724',-0.045
'0:09.726',-0.040
'0:09.728',-0.040
'0:09.730',-0.030
'0:09.732',-0.020
'0:09.734',-0.010
'0:09.736',0.000
'0:09.738',0.005
'0:09.740',0.015
'0:09.742',0.015
'0:09.744',0.015
'0:09.746',0.015
'0:09.748',0.010
'0:09.750',0.005
'0:09.752',-0.005
'0:09.754',-0.015
'0:09.756',-0.025
'0:09.758',-0.035
'0:09.760',-0.050
'0:09.762',-0.060
'0:09.764',-0.065
'0:09.766',-0.070
'0:09.768',-0.075
'0:09.770',-0.070
'0:09.772',-0.065
'0:09.774',-0.060
'0:09.776',-0.055
'0:09.778',-0.050
'0:09.780',-0.050
'0:09.782',-0.055
'0:09.784',-0.060
'0:09.786',-0.070
'0:09.788',-0.080
'0:09.790',-0.085
'0:09.792',-0.085
'0:09.794',-0.085
'0:09.796',-0.080
'0:09.798',-0.070
'0:09.800',-0.065
'0:09.802',-0.060
'0:09.804',-0.055
'0:09.806',-0.055
'0:09.808',-0.060
'0:09.810',-0.065
'0:09.812',-0.070
'0:09.814',-0.075
'0:09.816',-0.080
'0:09.818',-0.075
'0:09.820',-0.075
'0:09.822',-0.070
'0:09.824',-0.060
'0:09.826',-0.055
'0:09.828',-0.045
'0:09.830',-0.030
'0:09.832',-0.015
'0:09.834',0.010
'0:09.836',0.045
'0:09.838',0.090
'0:09.840',0.145
'0:09.842',0.205
'0:09.844',0.275
'0:09.846',0.345
'0:09.848',0.405
'0:09.850',0.455
'0:09.852',0.495
'0:09.854',0.510
'0:09.856',0.500
'0:09.858',0.465
'0:09.860',0.400
'0:09.862',0.315
'0:09.864',0.210
'0:09.866',0.090
'0:09.868',-0.035
'0:09.870',-0.155
'0:09.872',-0.260
'0:09.874',-0.340
'0:09.876',-0.400
'0:09.878',-0.425
'0:09.880',-0.420
'0:09.882',-0.385
'0:09.884',-0.340
'0:09.886',-0.280
'0:09.888',-0.220
'0:09.890',-0.165
'0:09.892',-0.120
'0:09.894',-0.090
'0:09.896',-0.070
'0:09.898',-0.060
'0:09.900',-0.060
'0:09.902',-0.060
'0:09.904',-0.060
'0:09.906',-0.060
'0:09.908',-0.055
'0:09.910',-0.055
'0:09.912',-0.055
'0:09.914',-0.050
'0:09.916',-0.055
'0:09.918',-0.060
'0:09.920',-0.060
'0:09.922',-0.065
'0:09.924',-0.065
'0:09.926',-0.065
'0:09.928',-0.060
'0:09.930',-0.055
'0:09.932',-0.045
'0:09.934',-0.035
'0:09.936',-0.030
'0:09.938',-0.025
'0:09.940',-0.020
'0:09.942',-0.025
'0:09.944',-0.025
'0:09.946',-0.030
'0:09.948',-0.035
'0:09.950',-0.035
'0:09.952',-0.040
'0:09.954',-0.040
'0:09.956',-0.035
'0:09.958',-0.030
'0:09.960',-0.025
'0:09.962',-0.020
'0:09.964',-0.015
'0:09.966',-0.015
'0:09.968',-0.010
'0:09.970',-0.005
'0:09.972',-0.005
'0:09.974',0.000
'0:09.976',0.000
'0:09.978',0.000
'0:09.980',0.000
'0:09.982',0.005
'0:09.984',0.005
'0:09.986',0.010
'0:09.988',0.015
'0:09.990',0.020
'0:09.992',0.025
'0:09.994',0.035
'0:09.996',0.040
'0:09.998',0.050
'0:10.000',0.050
'0:10.002',0.050
'0:10.004',0.050
'0:10.006',0.045
'0:10.008',0.040
'0:10.010',0.035
'0:10.012',0.035
'0:10.014',0.040
'0:10.016',0.045
'0:10.018',0.050
'0:10.020',0.060
'0:10.022',0.070
'0:10.024',0.080
'0:10.026',0.085
'0:10.028',0.090
'0:10.030',0.090
'0:10.032',0.095
'0:10.034',0.100
'0:10.036',0.105
'0:10.038',0.110
'0:10.040',0.120
'0:10.042',0.130
'0:10.044',0.140
'0:10.046',0.150
'0:10.048',0.150
'0:10.050',0.155
'0:10.052',0.150
'0:10.054',0.150
'0:10.056',0.145
'0:10.058',0.145
'0:10.060',0.145
'0:10.062',0.150
'0:10.064',0.155
'0:10.066',0.165
'0:10.068',0.170
'0:10.070',0.175
'0:10.072',0.180
'0:10.074',0.175
'0:10.076',0.175
'0:10.078',0.170
'0:10.080',0.165
'0:10.082',0.160
'0:10.084',0.155
'0:10.086',0.155
'0:10.088',0.160
'0:10.090',0.165
'0:10.092',0.165
'0:10.094',0.170
'0:10.096',0.170
'0:10.098',0.170
'0:10.100',0.160
'0:10.102',0.155
'0:10.104',0.145
'0:10.106',0.130
'0:10.108',0.120
'0:10.110',0.115
'0:10.112',0.110
'0:10.114',0.105
'0:10.116',0.100
'0:10.118',0.095
'0:10.120',0.090
'0:10.122',0.080
'0:10.124',0.065
'0:10.126',0.050
'0:10.128',0.030
'0:10.130',0.010
'0:10.132',-0.005
'0:10.134',-0.020
'0:10.136',-0.030
'0:10.138',-0.030
'0:10.140',-0.030
'0:10.142',-0.025
'0:10.144',-0.015
'0:10.146',-0.005
'0:10.148',0.000
'0:10.150',0.000
'0:10.152',0.000
'0:10.154',-0.010
'0:10.156',-0.020
'0:10.158',-0.030
'0:10.160',-0.040
'0:10.162',-0.055
'0:10.164',-0.060
'0:10.166',-0.065
'0:10.168',-0.070
'0:10.170',-0.070
'0:10.172',-0.065
'0:10.174',-0.060
'0:10.176',-0.055
'0:10.178',-0.045
'0:10.180',-0.040
'0:10.182',-0.035
'0:10.184',-0.035
'0:10.186',-0.035
'0:10.188',-0.035
'0:10.190',-0.040
'0:10.192',-0.045
'0:10.194',-0.045
'0:10.196',-0.050
'0:10.198',-0.050
'0:10.200',-0.050
'0:10.202',-0.045
'0:10.204',-0.040
'0:10.206',-0.035
'0:10.208',-0.030
'0:10.210',-0.030
'0:10.212',-0.030
'0:10.214',-0.030
'0:10.216',-0.035
'0:10.218',-0.040
'0:10.220',-0.045
'0:10.222',-0.045
'0:10.224',-0.050
'0:10.226',-0.045
'0:10.228',-0.040
'0:10.230',-0.035
'0:10.232',-0.025
'0:10.234',-0.015
'0:10.236',-0.010
'0:10.238',-0.005
'0:10.240',-0.005
'0:10.242',-0.010
'0:10.244',-0.015
'0:10.246',-0.025
'0:10.248',-0.030
'0:10.250',-0.030
'0:10.252',-0.030
'0:10.254',-0.020
'0:10.256',-0.010
'0:10.258',0.000
'0:10.260',0.005
'0:10.262',0.010
'0:10.264',0.005
'0:10.266',-0.005
'0:10.268',-0.020
'0:10.270',-0.035
'0:10.272',-0.045
'0:10.274',-0.060
'0:10.276',-0.060
'0:10.278',-0.060
'0:10.280',-0.055
'0:10.282',-0.045
'0:10.284',-0.040
'0:10.286',-0.030
'0:10.288',-0.030
'0:10.290',-0.030
'0:10.292',-0.030
'0:10.294',-0.035
'0:10.296',-0.035
'0:10.298',-0.035
'0:10.300',-0.030
'0:10.302',-0.020
'0:10.304',-0.015
'0:10.306',-0.010
'0:10.308',-0.005
'0:10.310',-0.010
'0:10.312',-0.010
'0:10.314',-0.015
'0:10.316',-0.025
'0:10.318',-0.030
'0:10.320',-0.030
'0:10.322',-0.030
'0:10.324',-0.025
'0:10.326',-0.020
'0:10.328',-0.010
'0:10.330',0.000
'0:10.332',0.010
'0:10.334',0.020
'0:10.336',0.025
'0:10.338',0.025
'0:10.340',0.020
'0:10.342',0.015
'0:10.344',0.005
'0:10.346',-0.010
'0:10.348',-0.025
'0:10.350',-0.040
'0:10.352',-0.050
'0:10.354',-0.060
'0:10.356',-0.065
'0:10.358',-0.060
'0:10.360',-0.055
'0:10.362',-0.050
'0:10.364',-0.040
'0:10.366',-0.035
'0:10.368',-0.035
'0:10.370',-0.035
'0:10.372',-0.040
'0:10.374',-0.045
'0:10.376',-0.055
'0:10.378',-0.060
'0:10.380',-0.060
'0:10.382',-0.055
'0:10.384',-0.050
'0:10.386',-0.045
'0:10.388',-0.040
'0:10.390',-0.035
'0:10.392',-0.040
'0:10.394',-0.045
'0:10.396',-0.060
'0:10.398',-0.070
'0:10.400',-0.085
'0:10.402',-0.095
'0:10.404',-0.095
'0:10.406',-0.095
'0:10.408',-0.085
'0:10.410',-0.075
'0:10.412',-0.065
'0:10.414',-0.055
'0:10.416',-0.050
'0:10.418',-0.045
'0:10.420',-0.045
'0:10.422',-0.040
'0:10.424',-0.035
'0:10.426',-0.020
'0:10.428',0.005
'0:10.430',0.040
'0:10.432',0.090
'0:10.434',0.150
'0:10.436',0.210
'0:10.438',0.275
'0:10.440',0.330
'0:10.442',0.385
'0:10.444',0.425
'0:10.446',0.450
'0:10.448',0.460
'0:10.450',0.455
'0:10.452',0.425
'0:10.454',0.375
'0:10.456',0.305
'0:10.458',0.220
'0:10.460',0.115
'0:10.462',0.000
'0:10.464',-0.115
'0:10.466',-0.225
'0:10.468',-0.315
'0:10.470',-0.380
'0:10.472',-0.420
'0:10.474',-0.430
'0:10.476',-0.410
'0:10.478',-0.370
'0:10.480',-0.315
'0:10.482',-0.255
'0:10.484',-0.200
'0:10.486',-0.150
'0:10.488',-0.115
'0:10.490',-0.085
'0:10.492',-0.070
'0:10.494',-0.065
'0:10.496',-0.065
'0:10.498',-0.065
'0:10.500',-0.065
'0:10.502',-0.065
'0:10.504',-0.060
'0:10.506',-0.060
'0:10.508',-0.055
'0:10.510',-0.055
'0:10.512',-0.050
'0:10.514',-0.050
'0:10.516',-0.055
'0:10.518',-0.055
'0:10.520',-0.055
'0:10.522',-0.050
'0:10.524',-0.050
'0:10.526',-0.045
'0:10.528',-0.040
'0:10.530',-0.035
'0:10.532',-0.030
'0:10.534',-0.030
'0:10.536',-0.025
'0:10.538',-0.025
'0:10.540',-0.025
'0:10.542',-0.025
'0:10.544',-0.025
'0:10.546',-0.030
'0:10.548',-0.030
'0:10.550',-0.030
'0:10.552',-0.025
'0:10.554',-0.025
'0:10.556',-0.025
'0:10.558',-0.020
'0:10.560',-0.015
'0:10.562',-0.015
'0:10.564',-0.010
'0:10.566',-0.005
'0:10.568',-0.005
'0:10.570',0.000
'0:10.572',0.000
'0:10.574',0.005
'0:10.576',0.005
'0:10.578',0.005
'0:10.580',0.010
'0:10.582',0.015
'0:10.584',0.020
'0:10.586',0.030
'0:10.588',0.035
'0:10.590',0.045
'0:10.592',0.055
'0:10.594',0.060
'0:10.596',0.065
'0:10.598',0.065
'0:10.600',0.065
'0:10.602',0.065
'0:10.604',0.070
'0:10.606',0.070
'0:10.608',0.075
'0:10.610',0.080
'0:10.612',0.080
'0:10.614',0.085
'0:10.616',0.090
'0:10.618',0.090
'0:10.620',0.095
'0:10.622',0.095
'0:10.624',0.100
'0:10.626',0.105
'0:10.628',0.110
'0:10.630',0.120
'0:10.632',0.130
'0:10.634',0.145
'0:10.636',0.150
'0:10.638',0.160
'0:10.640',0.160
'0:10.642',0.165
'0:10.644',0.160
'0:10.646',0.160
'0:10.648',0.155
'0:10.650',0.155
'0:10.652',0.155
'0:10.654',0.160
'0:10.656',0.165
'0:10.658',0.175
'0:10.660',0.185
'0:10.662',0.190
'0:10.664',0.195
'0:10.666',0.200
'0:10.668',0.200
'0:10.670',0.200
'0:10.672',0.195
'0:10.674',0.190
'0:10.676',0.185
'0:10.678',0.180
'0:10.680',0.175
'0:10.682',0.175
'0:10.684',0.180
'0:10.686',0.180
'0:10.688',0.180
'0:10.690',0.175
'0:10.692',0.170
'0:10.694',0.165
'0:10.696',0.155
'0:10.698',0.140
'0:10.700',0.135
'0:10.702',0.125
'0:10.704',0.120
'0:10.706',0.120
'0:10.708',0.115
'0:10.710',0.115
'0:10.712',0.110
'0:10.714',0.100
'0:10.716',0.085
'0:10.718',0.065
'0:10.720',0.045
'0:10.722',0.025
'0:10.724',0.010
'0:10.726',0.000
'0:10.728',-0.005
'0:10.730',-0.005
'0:10.732',-0.005
'0:10.734',-0.005
'0:10.736',-0.005
'0:10.738',-0.005
'0:10.740',-0.010
'0:10.742',-0.020
'0:10.744',-0.030
'0:10.746',-0.035
'0:10.748',-0.045
'0:10.750',-0.045
'0:10.752',-0.045
'0:10.754',-0.045
'0:10.756',-0.040
'0:10.758',-0.030
'0:10.760',-0.025
'0:10.762',-0.020
'0:10.764',-0.015
'0:10.766',-0.015
'0:10.768',-0.015
'0:10.770',-0.020
'0:10.772',-0.025
'0:10.774',-0.030
'0:10.776',-0.035
'0:10.778',-0.045
'0:10.780',-0.045
'0:10.782',-0.050
'0:10.784',-0.045
'0:10.786',-0.040
'0:10.788',-0.035
'0:10.790',-0.025
'0:10.792',-0.020
'0:10.794',-0.010
'0:10.796',-0.010
'0:10.798',-0.010
'0:10.800',-0.010
'0:10.802',-0.020
'0:10.804',-0.025
'0:10.806',-0.035
'0:10.808',-0.040
'0:10.810',-0.040
'0:10.812',-0.040
'0:10.814',-0.035
'0:10.816',-0.025
'0:10.818',-0.020
'0:10.820',-0.015
'0:10.822',-0.010
'0:10.824',-0.015
'0:10.826',-0.015
'0:10.828',-0.025
'0:10.830',-0.030
'0:10.832',-0.040
'0:10.834',-0.045
'0:10.836',-0.045
'0:10.838',-0.045
'0:10.840',-0.040
'0:10.842',-0.035
'0:10.844',-0.025
'0:10.846',-0.020
'0:10.848',-0.010
'0:10.850',-0.005
'0:10.852',-0.005
'0:10.854',-0.005
'0:10.856',-0.005
'0:10.858',-0.010
'0:10.860',-0.010
'0:10.862',-0.010
'0:10.864',-0.010
'0:10.866',-0.005
'0:10.868',-0.005
'0:10.870',0.000
'0:10.872',0.000
'0:10.874',0.000
'0:10.876',0.000
'0:10.878',-0.005
'0:10.880',-0.005
'0:10.882',-0.010
'0:10.884',-0.015
'0:10.886',-0.020
'0:10.888',-0.020
'0:10.890',-0.020
'0:10.892',-0.020
'0:10.894',-0.015
'0:10.896',-0.015
'0:10.898',-0.015
'0:10.900',-0.015
'0:10.902',-0.015
'0:10.904',-0.015
'0:10.906',-0.020
'0:10.908',-0.020
'0:10.910',-0.015
'0:10.912',-0.010
'0:10.914',-0.005
'0:10.916',0.005
'0:10.918',0.015
'0:10.920',0.025
'0:10.922',0.025
'0:10.924',0.030
'0:10.926',0.025
'0:10.928',0.015
'0:10.930',0.005
'0:10.932',-0.005
'0:10.934',-0.015
'0:10.936',-0.025
'0:10.938',-0.030
'0:10.940',-0.030
'0:10.942',-0.025
'0:10.944',-0.025
'0:10.946',-0.020
'0:10.948',-0.020
'0:10.950',-0.025
'0:10.952',-0.030
'0:10.954',-0.040
'0:10.956',-0.050
'0:10.958',-0.060
'0:10.960',-0.070
'0:10.962',-0.075
'0:10.964',-0.075
'0:10.966',-0.075
'0:10.968',-0.070
'0:10.970',-0.060
'0:10.972',-0.055
'0:10.974',-0.050
'0:10.976',-0.045
'0:10.978',-0.045
'0:10.980',-0.050
'0:10.982',-0.050
'0:10.984',-0.055
'0:10.986',-0.060
'0:10.988',-0.065
'0:10.990',-0.065
'0:10.992',-0.065
'0:10.994',-0.070
'0:10.996',-0.070
'0:10.998',-0.075
'0:11.000',-0.080
'0:11.002',-0.080
'0:11.004',-0.080
'0:11.006',-0.080
'0:11.008',-0.070
'0:11.010',-0.060
'0:11.012',-0.035
'0:11.014',-0.005
'0:11.016',0.030
'0:11.018',0.070
'0:11.020',0.115
'0:11.022',0.160
'0:11.024',0.205
'0:11.026',0.250
'0:11.028',0.290
'0:11.030',0.330
'0:11.032',0.365
'0:11.034',0.395
'0:11.036',0.415
'0:11.038',0.420
'0:11.040',0.405
'0:11.042',0.375
'0:11.044',0.320
'0:11.046',0.240
'0:11.048',0.145
'0:11.050',0.030
'0:11.052',-0.080
'0:11.054',-0.190
'0:11.056',-0.280
'0:11.058',-0.350
'0:11.060',-0.385
'0:11.062',-0.390
'0:11.064',-0.365
'0:11.066',-0.320
'0:11.068',-0.265
'0:11.070',-0.205
'0:11.072',-0.150
'0:11.074',-0.110
'0:11.076',-0.080
'0:11.078',-0.070
'0:11.080',-0.070
'0:11.082',-0.080
'0:11.084',-0.090
'0:11.086',-0.100
'0:11.088',-0.105
'0:11.090',-0.100
'0:11.092',-0.090
'0:11.094',-0.080
'0:11.096',-0.065
'0:11.098',-0.050
'0:11.100',-0.045
'0:11.102',-0.040
'0:11.104',-0.040
'0:11.106',-0.045
'0:11.108',-0.050
'0:11.110',-0.060
'0:11.112',-0.065
'0:11.114',-0.070
'0:11.116',-0.070
'0:11.118',-0.070
'0:11.120',-0.070
'0:11.122',-0.065
'0:11.124',-0.065
'0:11.126',-0.060
'0:11.128',-0.055
'0:11.130',-0.050
'0:11.132',-0.045
'0:11.134',-0.040
'0:11.136',-0.035
'0:11.138',-0.030
'0:11.140',-0.025
'0:11.142',-0.020
'0:11.144',-0.020
'0:11.146',-0.025
'0:11.148',-0.025
'0:11.150',-0.030
'0:11.152',-0.030
'0:11.154',-0.035
'0:11.156',-0.040
'0:11.158',-0.040
'0:11.160',-0.040
'0:11.162',-0.040
'0:11.164',-0.040
'0:11.166',-0.040
'0:11.168',-0.035
'0:11.170',-0.030
'0:11.172',-0.020
'0:11.174',-0.005
'0:11.176',0.005
'0:11.178',0.020
'0:11.180',0.035
'0:11.182',0.045
'0:11.184',0.050
'0:11.186',0.050
'0:11.188',0.050
'0:11.190',0.045
'0:11.192',0.040
'0:11.194',0.030
'0:11.196',0.030
'0:11.198',0.030
'0:11.200',0.040
'0:11.202',0.050
'0:11.204',0.065
'0:11.206',0.080
'0:11.208',0.095
'0:11.210',0.105
'0:11.212',0.115
'0:11.214',0.115
'0:11.216',0.110
'0:11.218',0.105
'0:11.220',0.100
'0:11.222',0.095
'0:11.224',0.095
'0:11.226',0.100
'0:11.228',0.110
'0:11.230',0.125
'0:11.232',0.140
'0:11.234',0.155
'0:11.236',0.170
'0:11.238',0.175
'0:11.240',0.180
'0:11.242',0.180
'0:11.244',0.170
'0:11.246',0.165
'0:11.248',0.160
'0:11.250',0.155
'0:11.252',0.155
'0:11.254',0.160
'0:11.256',0.165
'0:11.258',0.170
'0:11.260',0.175
'0:11.262',0.180
'0:11.264',0.180
'0:11.266',0.180
'0:11.268',0.175
'0:11.270',0.165
'0:11.272',0.155
'0:11.274',0.150
'0:11.276',0.140
'0:11.278',0.135
'0:11.280',0.130
'0:11.282',0.130
'0:11.284',0.125
'0:11.286',0.125
'0:11.288',0.120
'0:11.290',0.115
'0:11.292',0.110
'0:11.294',0.100
'0:11.296',0.085
'0:11.298',0.070
'0:11.300',0.055
'0:11.302',0.035
'0:11.304',0.020
'0:11.306',0.005
'0:11.308',-0.005
'0:11.310',-0.010
'0:11.312',-0.015
'0:11.314',-0.010
'0:11.316',-0.010
'0:11.318',-0.005
'0:11.320',-0.005
'0:11.322',-0.005
'0:11.324',-0.010
'0:11.326',-0.020
'0:11.328',-0.035
'0:11.330',-0.050
'0:11.332',-0.060
'0:11.334',-0.070
'0:11.336',-0.075
'0:11.338',-0.075
'0:11.340',-0.075
'0:11.342',-0.070
'0:11.344',-0.065
'0:11.346',-0.060
'0:11.348',-0.060
'0:11.350',-0.060
'0:11.352',-0.060
'0:11.354',-0.060
'0:11.356',-0.055
'0:11.358',-0.055
'0:11.360',-0.055
'0:11.362',-0.050
'0:11.364',-0.050
'0:11.366',-0.050
'0:11.368',-0.050
'0:11.370',-0.055
'0:11.372',-0.060
'0:11.374',-0.060
'0:11.376',-0.065
'0:11.378',-0.065
'0:11.380',-0.065
'0:11.382',-0.065
'0:11.384',-0.065
'0:11.386',-0.060
'0:11.388',-0.065
'0:11.390',-0.065
'0:11.392',-0.070
'0:11.394',-0.080
'0:11.396',-0.090
'0:11.398',-0.095
'0:11.400',-0.100
'0:11.402',-0.105
'0:11.404',-0.100
'0:11.406',-0.095
'0:11.408',-0.085
'0:11.410',-0.075
'0:11.412',-0.065
'0:11.414',-0.055
'0:11.416',-0.045
'0:11.418',-0.040
'0:11.420',-0.035
'0:11.422',-0.035
'0:11.424',-0.035
'0:11.426',-0.035
'0:11.428',-0.040
'0:11.430',-0.045
'0:11.432',-0.045
'0:11.434',-0.050
'0:11.436',-0.055
'0:11.438',-0.055
'0:11.440',-0.060
'0:11.442',-0.065
'0:11.444',-0.065
'0:11.446',-0.065
'0:11.448',-0.065
'0:11.450',-0.065
'0:11.452',-0.060
'0:11.454',-0.060
'0:11.456',-0.055
'0:11.458',-0.055
'0:11.460',-0.055
'0:11.462',-0.055
'0:11.464',-0.060
'0:11.466',-0.060
'0:11.468',-0.060
'0:11.470',-0.065
'0:11.472',-0.065
'0:11.474',-0.065
'0:11.476',-0.065
'0:11.478',-0.065
'0:11.480',-0.065
'0:11.482',-0.065
'0:11.484',-0.065
'0:11.486',-0.065
'0:11.488',-0.060
'0:11.490',-0.060
'0:11.492',-0.060
'0:11.494',-0.060
'0:11.496',-0.060
'0:11.498',-0.065
'0:11.500',-0.065
'0:11.502',-0.070
'0:11.504',-0.065
'0:11.506',-0.065
'0:11.508',-0.055
'0:11.510',-0.045
'0:11.512',-0.035
'0:11.514',-0.025
'0:11.516',-0.015
'0:11.518',-0.010
'0:11.520',-0.015
'0:11.522',-0.025
'0:11.524',-0.045
'0:11.526',-0.065
'0:11.528',-0.085
'0:11.530',-0.105
'0:11.532',-0.120
'0:11.534',-0.125
'0:11.536',-0.125
'0:11.538',-0.125
'0:11.540',-0.115
'0:11.542',-0.110
'0:11.544',-0.105
'0:11.546',-0.105
'0:11.548',-0.110
'0:11.550',-0.120
'0:11.552',-0.130
'0:11.554',-0.140
'0:11.556',-0.145
'0:11.558',-0.145
'0:11.560',-0.145
'0:11.562',-0.135
'0:11.564',-0.125
'0:11.566',-0.115
'0:11.568',-0.110
'0:11.570',-0.115
'0:11.572',-0.120
'0:11.574',-0.130
'0:11.576',-0.145
'0:11.578',-0.160
'0:11.580',-0.170
'0:11.582',-0.175
'0:11.584',-0.175
'0:11.586',-0.170
'0:11.588',-0.155
'0:11.590',-0.145
'0:11.592',-0.140
'0:11.594',-0.135
'0:11.596',-0.135
'0:11.598',-0.135
'0:11.600',-0.140
'0:11.602',-0.140
'0:11.604',-0.130
'0:11.606',-0.110
'0:11.608',-0.080
'0:11.610',-0.035
'0:11.612',0.015
'0:11.614',0.075
'0:11.616',0.135
'0:11.618',0.195
'0:11.620',0.245
'0:11.622',0.290
'0:11.624',0.325
'0:11.626',0.350
'0:11.628',0.360
'0:11.630',0.355
'0:11.632',0.335
'0:11.634',0.295
'0:11.636',0.230
'0:11.638',0.150
'0:11.640',0.055
'0:11.642',-0.050
'0:11.644',-0.160
'0:11.646',-0.260
'0:11.648',-0.340
'0:11.650',-0.405
'0:11.652',-0.440
'0:11.654',-0.445
'0:11.656',-0.425
'0:11.658',-0.390
'0:11.660',-0.340
'0:11.662',-0.290
'0:11.664',-0.240
'0:11.666',-0.205
'0:11.668',-0.175
'0:11.670',-0.165
'0:11.672',-0.160
'0:11.674',-0.165
'0:11.676',-0.170
'0:11.678',-0.180
'0:11.680',-0.185
'0:11.682',-0.190
'0:11.684',-0.190
'0:11.686',-0.185
'0:11.688',-0.180
'0:11.690',-0.170
'0:11.692',-0.165
'0:11.694',-0.160
'0:11.696',-0.155
'0:11.698',-0.155
'0:11.700',-0.155
'0:11.702',-0.155
'0:11.704',-0.155
'0:11.706',-0.155
'0:11.708',-0.155
'0:11.710',-0.155
'0:11.712',-0.155
'0:11.714',-0.155
'0:11.716',-0.155
'0:11.718',-0.155
'0:11.720',-0.155
'0:11.722',-0.160
'0:11.724',-0.160
'0:11.726',-0.155
'0:11.728',-0.155
'0:11.730',-0.150
'0:11.732',-0.145
'0:11.734',-0.140
'0:11.736',-0.135
'0:11.738',-0.135
'0:11.740',-0.135
'0:11.742',-0.135
'0:11.744',-0.140
'0:11.746',-0.140
'0:11.748',-0.140
'0:11.750',-0.140
'0:11.752',-0.135
'0:11.754',-0.130
'0:11.756',-0.125
'0:11.758',-0.115
'0:11.760',-0.110
'0:11.762',-0.110
'0:11.764',-0.115
'0:11.766',-0.120
'0:11.768',-0.125
'0:11.770',-0.130
'0:11.772',-0.135
'0:11.774',-0.130
'0:11.776',-0.125
'0:11.778',-0.115
'0:11.780',-0.105
'0:11.782',-0.095
'0:11.784',-0.085
'0:11.786',-0.080
'0:11.788',-0.075
'0:11.790',-0.075
'0:11.792',-0.075
'0:11.794',-0.075
'0:11.796',-0.070
'0:11.798',-0.070
'0:11.800',-0.060
'0:11.802',-0.055
'0:11.804',-0.045
'0:11.806',-0.040
'0:11.808',-0.035
'0:11.810',-0.035
'0:11.812',-0.040
'0:11.814',-0.040
'0:11.816',-0.040
'0:11.818',-0.035
'0:11.820',-0.025
'0:11.822',-0.015
'0:11.824',0.000
'0:11.826',0.015
'0:11.828',0.025
'0:11.830',0.035
'0:11.832',0.040
'0:11.834',0.045
'0:11.836',0.040
'0:11.838',0.040
'0:11.840',0.035
'0:11.842',0.030
'0:11.844',0.030
'0:11.846',0.030
'0:11.848',0.030
'0:11.850',0.030
'0:11.852',0.030
'0:11.854',0.030
'0:11.856',0.025
'0:11.858',0.025
'0:11.860',0.020
'0:11.862',0.015
'0:11.864',0.015
'0:11.866',0.010
'0:11.868',0.005
'0:11.870',0.000
'0:11.872',-0.005
'0:11.874',-0.015
'0:11.876',-0.025
'0:11.878',-0.035
'0:11.880',-0.045
'0:11.882',-0.055
'0:11.884',-0.060
'0:11.886',-0.070
'0:11.888',-0.075
'0:11.890',-0.080
'0:11.892',-0.085
'0:11.894',-0.095
'0:11.896',-0.110
'0:11.898',-0.120
'0:11.900',-0.135
'0:11.902',-0.150
'0:11.904',-0.165
'0:11.906',-0.175
'0:11.908',-0.185
'0:11.910',-0.195
'0:11.912',-0.200
'0:11.914',-0.205
'0:11.916',-0.205
'0:11.918',-0.210
'0:11.920',-0.210
'0:11.922',-0.210
'0:11.924',-0.215
'0:11.926',-0.215
'0:11.928',-0.215
'0:11.930',-0.215
'0:11.932',-0.215
'0:11.934',-0.215
'0:11.936',-0.215
'0:11.938',-0.215
'0:11.940',-0.215
'0:11.942',-0.220
'0:11.944',-0.220
'0:11.946',-0.220
'0:11.948',-0.225
'0:11.950',-0.225
'0:11.952',-0.225
'0:11.954',-0.225
'0:11.956',-0.230
'0:11.958',-0.230
'0:11.960',-0.235
'0:11.962',-0.235
'0:11.964',-0.240
'0:11.966',-0.240
