'Elapsed time','D3'
'0:05.072',7.530
'0:05.076',7.485
'0:05.080',7.495
'0:05.084',7.495
'0:05.088',7.530
'0:05.092',7.570
'0:05.096',7.590
'0:05.100',7.600
'0:05.104',7.570
'0:05.108',7.520
'0:05.112',7.530
'0:05.116',7.565
'0:05.120',7.580
'0:05.124',7.570
'0:05.128',7.565
'0:05.132',7.545
'0:05.136',7.540
'0:05.140',7.570
'0:05.144',7.570
'0:05.148',7.540
'0:05.152',7.530
'0:05.156',7.480
'0:05.160',7.530
'0:05.164',7.565
'0:05.168',7.605
'0:05.172',7.600
'0:05.176',7.565
'0:05.180',7.495
'0:05.184',7.495
'0:05.188',7.530
'0:05.192',7.555
'0:05.196',7.580
'0:05.200',7.580
'0:05.204',7.600
'0:05.208',7.545
'0:05.212',7.565
'0:05.216',7.580
'0:05.220',7.590
'0:05.224',7.580
'0:05.228',7.580
'0:05.232',7.625
'0:05.236',7.605
'0:05.240',7.565
'0:05.244',7.570
'0:05.248',7.615
'0:05.252',7.630
'0:05.256',7.570
'0:05.260',7.520
'0:05.264',7.545
'0:05.268',7.600
'0:05.272',7.640
'0:05.276',7.630
'0:05.280',7.600
'0:05.284',7.570
'0:05.288',7.600
'0:05.292',7.600
'0:05.296',7.630
'0:05.300',7.615
'0:05.304',7.615
'0:05.308',7.600
'0:05.312',7.600
'0:05.316',7.600
'0:05.320',7.615
'0:05.324',7.605
'0:05.328',7.600
'0:05.332',7.615
'0:05.336',7.630
'0:05.340',7.580
'0:05.344',7.570
'0:05.348',7.615
'0:05.352',7.640
'0:05.356',7.615
'0:05.360',7.580
'0:05.364',7.580
'0:05.368',7.605
'0:05.372',7.630
'0:05.376',7.685
'0:05.380',7.685
'0:05.384',7.605
'0:05.388',7.545
'0:05.392',7.555
'0:05.396',7.630
'0:05.400',7.640
'0:05.404',7.615
'0:05.408',7.615
'0:05.412',7.625
'0:05.416',7.615
'0:05.420',7.605
'0:05.424',7.600
'0:05.428',7.600
'0:05.432',7.625
'0:05.436',7.630
'0:05.440',7.650
'0:05.444',7.630
'0:05.448',7.600
'0:05.452',7.590
'0:05.456',7.580
'0:05.460',7.615
'0:05.464',7.605
'0:05.468',7.625
'0:05.472',7.630
'0:05.476',7.640
'0:05.480',7.625
'0:05.484',7.590
'0:05.488',7.545
'0:05.492',7.565
'0:05.496',7.615
'0:05.500',7.625
'0:05.504',7.600
'0:05.508',7.580
'0:05.512',7.625
'0:05.516',7.615
'0:05.520',7.605
'0:05.524',7.600
'0:05.528',7.615
'0:05.532',7.640
'0:05.536',7.630
'0:05.540',7.630
'0:05.544',7.625
'0:05.548',7.580
'0:05.552',7.580
'0:05.556',7.600
'0:05.560',7.590
'0:05.564',7.590
'0:05.568',7.600
'0:05.572',7.600
'0:05.576',7.605
'0:05.580',7.600
'0:05.584',7.580
'0:05.588',7.570
'0:05.592',7.565
'0:05.596',7.590
'0:05.600',7.590
'0:05.604',7.565
'0:05.608',7.510
'0:05.612',7.510
'0:05.616',7.495
'0:05.620',7.505
'0:05.624',7.530
'0:05.628',7.545
'0:05.632',7.565
'0:05.636',7.545
'0:05.640',7.565
'0:05.644',7.625
'0:05.648',7.630
'0:05.652',7.570
'0:05.656',7.570
'0:05.660',7.615
'0:05.664',7.630
'0:05.668',7.605
'0:05.672',7.570
'0:05.676',7.570
'0:05.680',7.600
'0:05.684',7.640
'0:05.688',7.685
'0:05.692',7.630
'0:05.696',7.570
'0:05.700',7.510
'0:05.704',7.570
'0:05.708',7.630
'0:05.712',7.655
'0:05.716',7.570
'0:05.720',7.530
'0:05.724',7.400
'0:05.728',7.120
'0:05.732',6.855
'0:05.736',6.715
'0:05.740',6.580
'0:05.744',6.265
'0:05.748',6.335
'0:05.752',6.855
'0:05.756',7.485
'0:05.760',7.920
'0:05.764',8.050
'0:05.768',7.980
'0:05.772',7.820
'0:05.776',7.630
'0:05.780',7.570
'0:05.784',7.590
'0:05.788',7.570
'0:05.792',7.510
'0:05.796',7.480
'0:05.800',7.495
'0:05.804',7.540
'0:05.808',7.505
'0:05.812',7.495
'0:05.816',7.555
'0:05.820',7.555
'0:05.824',7.530
'0:05.828',7.505
'0:05.832',7.495
'0:05.836',7.495
'0:05.840',7.505
'0:05.844',7.530
'0:05.848',7.545
'0:05.852',7.520
'0:05.856',7.480
'0:05.860',7.425
'0:05.864',7.435
'0:05.868',7.495
'0:05.872',7.480
'0:05.876',7.495
'0:05.880',7.520
'0:05.884',7.480
'0:05.888',7.425
'0:05.892',7.390
'0:05.896',7.390
'0:05.900',7.410
'0:05.904',7.435
'0:05.908',7.435
'0:05.912',7.450
'0:05.916',7.425
'0:05.920',7.410
'0:05.924',7.385
'0:05.928',7.350
'0:05.932',7.290
'0:05.936',7.300
'0:05.940',7.340
'0:05.944',7.365
'0:05.948',7.325
'0:05.952',7.275
'0:05.956',7.220
'0:05.960',7.220
'0:05.964',7.230
'0:05.968',7.220
'0:05.972',7.170
'0:05.976',7.130
'0:05.980',7.075
'0:05.984',7.015
'0:05.988',6.990
'0:05.992',7.010
'0:05.996',7.010
'0:06.000',6.905
'0:06.004',6.820
'0:06.008',6.785
'0:06.012',6.775
'0:06.016',6.805
'0:06.020',6.775
'0:06.024',6.715
'0:06.028',6.690
'0:06.032',6.710
'0:06.036',6.745
'0:06.040',6.750
'0:06.044',6.805
'0:06.048',6.830
'0:06.052',6.895
'0:06.056',6.990
'0:06.060',7.025
'0:06.064',7.095
'0:06.068',7.130
'0:06.072',7.215
'0:06.076',7.280
'0:06.080',7.340
'0:06.084',7.365
'0:06.088',7.375
'0:06.092',7.410
'0:06.096',7.410
'0:06.100',7.420
'0:06.104',7.505
'0:06.108',7.530
'0:06.112',7.545
'0:06.116',7.540
'0:06.120',7.505
'0:06.124',7.505
'0:06.128',7.530
'0:06.132',7.540
'0:06.136',7.545
'0:06.140',7.565
'0:06.144',7.600
'0:06.148',7.600
'0:06.152',7.530
'0:06.156',7.505
'0:06.160',7.545
'0:06.164',7.600
'0:06.168',7.590
'0:06.172',7.520
'0:06.176',7.530
'0:06.180',7.565
'0:06.184',7.570
'0:06.188',7.555
'0:06.192',7.545
'0:06.196',7.545
'0:06.200',7.590
'0:06.204',7.570
'0:06.208',7.530
'0:06.212',7.505
'0:06.216',7.545
'0:06.220',7.570
'0:06.224',7.545
'0:06.228',7.540
'0:06.232',7.570
'0:06.236',7.555
'0:06.240',7.540
'0:06.244',7.565
'0:06.248',7.565
'0:06.252',7.565
'0:06.256',7.545
'0:06.260',7.565
'0:06.264',7.590
'0:06.268',7.565
'0:06.272',7.555
'0:06.276',7.605
'0:06.280',7.570
'0:06.284',7.590
'0:06.288',7.615
'0:06.292',7.650
'0:06.296',7.675
'0:06.300',7.640
'0:06.304',7.570
'0:06.308',7.540
'0:06.312',7.580
'0:06.316',7.600
'0:06.320',7.615
'0:06.324',7.640
'0:06.328',7.640
'0:06.332',7.640
'0:06.336',7.615
'0:06.340',7.600
'0:06.344',7.540
'0:06.348',7.625
'0:06.352',7.655
'0:06.356',7.685
'0:06.360',7.710
'0:06.364',7.685
'0:06.368',7.630
'0:06.372',7.600
'0:06.376',7.580
'0:06.380',7.580
'0:06.384',7.625
'0:06.388',7.640
'0:06.392',7.640
'0:06.396',7.630
'0:06.400',7.615
'0:06.404',7.640
'0:06.408',7.655
'0:06.412',7.650
'0:06.416',7.630
'0:06.420',7.650
'0:06.424',7.690
'0:06.428',7.665
'0:06.432',7.630
'0:06.436',7.625
'0:06.440',7.655
'0:06.444',7.665
'0:06.448',7.690
'0:06.452',7.665
'0:06.456',7.640
'0:06.460',7.615
'0:06.464',7.650
'0:06.468',7.665
'0:06.472',7.640
'0:06.476',7.630
'0:06.480',7.640
'0:06.484',7.640
'0:06.488',7.655
'0:06.492',7.665
'0:06.496',7.650
'0:06.500',7.630
'0:06.504',7.625
'0:06.508',7.630
'0:06.512',7.675
'0:06.516',7.655
'0:06.520',7.675
'0:06.524',7.640
'0:06.528',7.605
'0:06.532',7.640
'0:06.536',7.685
'0:06.540',7.665
'0:06.544',7.630
'0:06.548',7.600
'0:06.552',7.605
'0:06.556',7.640
'0:06.560',7.640
'0:06.564',7.640
'0:06.568',7.655
'0:06.572',7.650
'0:06.576',7.675
'0:06.580',7.630
'0:06.584',7.650
'0:06.588',7.650
'0:06.592',7.625
'0:06.596',7.615
'0:06.600',7.640
'0:06.604',7.685
'0:06.608',7.665
'0:06.612',7.630
'0:06.616',7.600
'0:06.620',7.580
'0:06.624',7.615
'0:06.628',7.630
'0:06.632',7.640
'0:06.636',7.650
'0:06.640',7.700
'0:06.644',7.710
'0:06.648',7.675
'0:06.652',7.570
'0:06.656',7.580
'0:06.660',7.545
'0:06.664',7.580
'0:06.668',7.605
'0:06.672',7.615
'0:06.676',7.600
'0:06.680',7.600
'0:06.684',7.605
'0:06.688',7.565
'0:06.692',7.540
'0:06.696',7.545
'0:06.700',7.580
'0:06.704',7.625
'0:06.708',7.650
'0:06.712',7.650
'0:06.716',7.640
'0:06.720',7.630
'0:06.724',7.640
'0:06.728',7.640
'0:06.732',7.650
'0:06.736',7.675
'0:06.740',7.640
'0:06.744',7.605
'0:06.748',7.615
'0:06.752',7.615
'0:06.756',7.640
'0:06.760',7.665
'0:06.764',7.650
'0:06.768',7.650
'0:06.772',7.665
'0:06.776',7.640
'0:06.780',7.590
'0:06.784',7.460
'0:06.788',7.230
'0:06.792',6.975
'0:06.796',6.770
'0:06.800',6.630
'0:06.804',6.350
'0:06.808',6.290
'0:06.812',6.615
'0:06.816',7.160
'0:06.820',7.665
'0:06.824',7.975
'0:06.828',8.060
'0:06.832',7.880
'0:06.836',7.675
'0:06.840',7.590
'0:06.844',7.570
'0:06.848',7.545
'0:06.852',7.565
'0:06.856',7.580
'0:06.860',7.570
'0:06.864',7.565
'0:06.868',7.555
'0:06.872',7.545
'0:06.876',7.570
'0:06.880',7.555
'0:06.884',7.545
'0:06.888',7.545
'0:06.892',7.545
'0:06.896',7.530
'0:06.900',7.540
'0:06.904',7.565
'0:06.908',7.565
'0:06.912',7.545
'0:06.916',7.530
'0:06.920',7.545
'0:06.924',7.530
'0:06.928',7.555
'0:06.932',7.565
'0:06.936',7.540
'0:06.940',7.505
'0:06.944',7.505
'0:06.948',7.530
'0:06.952',7.545
'0:06.956',7.485
'0:06.960',7.435
'0:06.964',7.420
'0:06.968',7.470
'0:06.972',7.480
'0:06.976',7.485
'0:06.980',7.435
'0:06.984',7.385
'0:06.988',7.420
'0:06.992',7.445
'0:06.996',7.425
'0:07.000',7.425
'0:07.004',7.410
'0:07.008',7.390
'0:07.012',7.340
'0:07.016',7.280
'0:07.020',7.265
'0:07.024',7.265
'0:07.028',7.245
'0:07.032',7.215
'0:07.036',7.205
'0:07.040',7.185
'0:07.044',7.155
'0:07.048',7.130
'0:07.052',7.135
'0:07.056',7.050
'0:07.060',6.920
'0:07.064',6.855
'0:07.068',6.890
'0:07.072',6.880
'0:07.076',6.865
'0:07.080',6.835
'0:07.084',6.810
'0:07.088',6.770
'0:07.092',6.750
'0:07.096',6.760
'0:07.100',6.805
'0:07.104',6.865
'0:07.108',6.880
'0:07.112',6.905
'0:07.116',6.955
'0:07.120',7.060
'0:07.124',7.155
'0:07.128',7.220
'0:07.132',7.230
'0:07.136',7.265
'0:07.140',7.365
'0:07.144',7.450
'0:07.148',7.460
'0:07.152',7.420
'0:07.156',7.450
'0:07.160',7.495
'0:07.164',7.540
'0:07.168',7.555
'0:07.172',7.530
'0:07.176',7.540
'0:07.180',7.590
'0:07.184',7.605
'0:07.188',7.570
'0:07.192',7.590
'0:07.196',7.555
'0:07.200',7.580
'0:07.204',7.600
'0:07.208',7.570
'0:07.212',7.580
'0:07.216',7.600
'0:07.220',7.640
'0:07.224',7.615
'0:07.228',7.615
'0:07.232',7.590
'0:07.236',7.615
'0:07.240',7.625
'0:07.244',7.600
'0:07.248',7.580
'0:07.252',7.590
'0:07.256',7.630
'0:07.260',7.650
'0:07.264',7.605
'0:07.268',7.565
'0:07.272',7.590
'0:07.276',7.630
'0:07.280',7.640
'0:07.284',7.605
'0:07.288',7.590
'0:07.292',7.605
'0:07.296',7.590
'0:07.300',7.625
'0:07.304',7.640
'0:07.308',7.640
'0:07.312',7.655
'0:07.316',7.615
'0:07.320',7.590
'0:07.324',7.605
'0:07.328',7.655
'0:07.332',7.600
'0:07.336',7.625
'0:07.340',7.630
'0:07.344',7.600
'0:07.348',7.605
'0:07.352',7.640
'0:07.356',7.640
'0:07.360',7.630
'0:07.364',7.625
'0:07.368',7.600
'0:07.372',7.615
'0:07.376',7.615
'0:07.380',7.665
'0:07.384',7.640
'0:07.388',7.625
'0:07.392',7.640
'0:07.396',7.630
'0:07.400',7.640
'0:07.404',7.665
'0:07.408',7.630
'0:07.412',7.630
'0:07.416',7.640
'0:07.420',7.630
'0:07.424',7.630
'0:07.428',7.640
'0:07.432',7.685
'0:07.436',7.685
'0:07.440',7.685
'0:07.444',7.655
'0:07.448',7.690
'0:07.452',7.685
'0:07.456',7.685
'0:07.460',7.640
'0:07.464',7.625
'0:07.468',7.650
'0:07.472',7.715
'0:07.476',7.745
'0:07.480',7.700
'0:07.484',7.640
'0:07.488',7.600
'0:07.492',7.615
'0:07.496',7.640
'0:07.500',7.650
'0:07.504',7.655
'0:07.508',7.690
'0:07.512',7.690
'0:07.516',7.690
'0:07.520',7.665
'0:07.524',7.655
'0:07.528',7.640
'0:07.532',7.685
'0:07.536',7.655
'0:07.540',7.650
'0:07.544',7.655
'0:07.548',7.650
'0:07.552',7.675
'0:07.556',7.710
'0:07.560',7.710
'0:07.564',7.690
'0:07.568',7.640
'0:07.572',7.665
'0:07.576',7.685
'0:07.580',7.685
'0:07.584',7.675
'0:07.588',7.640
'0:07.592',7.650
'0:07.596',7.685
'0:07.600',7.685
'0:07.604',7.665
'0:07.608',7.655
'0:07.612',7.665
'0:07.616',7.675
'0:07.620',7.690
'0:07.624',7.690
'0:07.628',7.690
'0:07.632',7.615
'0:07.636',7.640
'0:07.640',7.690
'0:07.644',7.685
'0:07.648',7.675
'0:07.652',7.675
'0:07.656',7.675
'0:07.660',7.640
'0:07.664',7.640
'0:07.668',7.650
'0:07.672',7.675
'0:07.676',7.655
'0:07.680',7.665
'0:07.684',7.685
'0:07.688',7.690
'0:07.692',7.665
'0:07.696',7.675
'0:07.700',7.685
'0:07.704',7.685
'0:07.708',7.690
'0:07.712',7.685
'0:07.716',7.640
'0:07.720',7.630
'0:07.724',7.630
'0:07.728',7.640
'0:07.732',7.665
'0:07.736',7.650
'0:07.740',7.605
'0:07.744',7.605
'0:07.748',7.625
'0:07.752',7.615
'0:07.756',7.605
'0:07.760',7.600
'0:07.764',7.580
'0:07.768',7.590
'0:07.772',7.615
'0:07.776',7.650
'0:07.780',7.685
'0:07.784',7.655
'0:07.788',7.630
'0:07.792',7.640
'0:07.796',7.665
'0:07.800',7.700
'0:07.804',7.675
'0:07.808',7.650
'0:07.812',7.650
'0:07.816',7.640
'0:07.820',7.615
'0:07.824',7.625
'0:07.828',7.665
'0:07.832',7.690
'0:07.836',7.710
'0:07.840',7.715
'0:07.844',7.710
'0:07.848',7.650
'0:07.852',7.570
'0:07.856',7.435
'0:07.860',7.195
'0:07.864',6.950
'0:07.868',6.785
'0:07.872',6.565
'0:07.876',6.305
'0:07.880',6.305
'0:07.884',6.710
'0:07.888',7.215
'0:07.892',7.570
'0:07.896',7.865
'0:07.900',7.880
'0:07.904',7.795
'0:07.908',7.700
'0:07.912',7.615
'0:07.916',7.565
'0:07.920',7.555
'0:07.924',7.545
'0:07.928',7.570
'0:07.932',7.580
'0:07.936',7.580
'0:07.940',7.600
'0:07.944',7.615
'0:07.948',7.605
'0:07.952',7.600
'0:07.956',7.570
'0:07.960',7.545
'0:07.964',7.545
'0:07.968',7.565
'0:07.972',7.570
'0:07.976',7.565
'0:07.980',7.545
'0:07.984',7.555
'0:07.988',7.545
'0:07.992',7.510
'0:07.996',7.505
'0:08.000',7.505
'0:08.004',7.505
'0:08.008',7.520
'0:08.012',7.520
'0:08.016',7.540
'0:08.020',7.495
'0:08.024',7.520
'0:08.028',7.510
'0:08.032',7.505
'0:08.036',7.520
'0:08.040',7.435
'0:08.044',7.420
'0:08.048',7.445
'0:08.052',7.425
'0:08.056',7.435
'0:08.060',7.435
'0:08.064',7.425
'0:08.068',7.435
'0:08.072',7.420
'0:08.076',7.410
'0:08.080',7.390
'0:08.084',7.350
'0:08.088',7.325
'0:08.092',7.305
'0:08.096',7.290
'0:08.100',7.265
'0:08.104',7.300
'0:08.108',7.275
'0:08.112',7.220
'0:08.116',7.145
'0:08.120',7.095
'0:08.124',7.060
'0:08.128',7.035
'0:08.132',6.990
'0:08.136',6.965
'0:08.140',6.950
'0:08.144',6.915
'0:08.148',6.895
'0:08.152',6.880
'0:08.156',6.865
'0:08.160',6.835
'0:08.164',6.795
'0:08.168',6.795
'0:08.172',6.810
'0:08.176',6.845
'0:08.180',6.940
'0:08.184',7.025
'0:08.188',7.070
'0:08.192',7.130
'0:08.196',7.160
'0:08.200',7.195
'0:08.204',7.245
'0:08.208',7.265
'0:08.212',7.360
'0:08.216',7.420
'0:08.220',7.435
'0:08.224',7.485
'0:08.228',7.540
'0:08.232',7.540
'0:08.236',7.540
'0:08.240',7.540
'0:08.244',7.565
'0:08.248',7.570
'0:08.252',7.565
'0:08.256',7.555
'0:08.260',7.540
'0:08.264',7.570
'0:08.268',7.590
'0:08.272',7.615
'0:08.276',7.555
'0:08.280',7.505
'0:08.284',7.510
'0:08.288',7.545
'0:08.292',7.600
'0:08.296',7.600
'0:08.300',7.600
'0:08.304',7.605
'0:08.308',7.590
'0:08.312',7.570
'0:08.316',7.570
'0:08.320',7.565
'0:08.324',7.570
'0:08.328',7.600
'0:08.332',7.580
'0:08.336',7.625
'0:08.340',7.625
'0:08.344',7.625
'0:08.348',7.600
'0:08.352',7.580
'0:08.356',7.565
'0:08.360',7.605
'0:08.364',7.630
'0:08.368',7.615
'0:08.372',7.600
'0:08.376',7.605
'0:08.380',7.590
'0:08.384',7.590
'0:08.388',7.600
'0:08.392',7.605
'0:08.396',7.605
'0:08.400',7.625
'0:08.404',7.640
'0:08.408',7.675
'0:08.412',7.665
'0:08.416',7.615
'0:08.420',7.565
'0:08.424',7.565
'0:08.428',7.580
'0:08.432',7.625
'0:08.436',7.650
'0:08.440',7.640
'0:08.444',7.655
'0:08.448',7.590
'0:08.452',7.570
'0:08.456',7.580
'0:08.460',7.600
'0:08.464',7.605
'0:08.468',7.605
'0:08.472',7.625
'0:08.476',7.625
'0:08.480',7.655
'0:08.484',7.685
'0:08.488',7.675
'0:08.492',7.605
'0:08.496',7.590
'0:08.500',7.615
'0:08.504',7.640
'0:08.508',7.665
'0:08.512',7.630
'0:08.516',7.630
'0:08.520',7.640
'0:08.524',7.630
'0:08.528',7.605
'0:08.532',7.615
'0:08.536',7.650
'0:08.540',7.665
'0:08.544',7.640
'0:08.548',7.600
'0:08.552',7.590
'0:08.556',7.600
'0:08.560',7.630
'0:08.564',7.640
'0:08.568',7.655
'0:08.572',7.655
'0:08.576',7.630
'0:08.580',7.615
'0:08.584',7.640
'0:08.588',7.630
'0:08.592',7.650
'0:08.596',7.665
'0:08.600',7.685
'0:08.604',7.640
'0:08.608',7.605
'0:08.612',7.580
'0:08.616',7.630
'0:08.620',7.650
'0:08.624',7.640
'0:08.628',7.625
'0:08.632',7.605
'0:08.636',7.590
'0:08.640',7.600
'0:08.644',7.630
'0:08.648',7.630
'0:08.652',7.640
'0:08.656',7.665
'0:08.660',7.710
'0:08.664',7.690
'0:08.668',7.640
'0:08.672',7.600
'0:08.676',7.570
'0:08.680',7.640
'0:08.684',7.605
'0:08.688',7.605
'0:08.692',7.625
'0:08.696',7.640
'0:08.700',7.655
'0:08.704',7.630
'0:08.708',7.600
'0:08.712',7.600
'0:08.716',7.580
'0:08.720',7.590
'0:08.724',7.605
'0:08.728',7.640
'0:08.732',7.625
'0:08.736',7.615
'0:08.740',7.615
'0:08.744',7.655
'0:08.748',7.605
'0:08.752',7.615
'0:08.756',7.625
'0:08.760',7.605
'0:08.764',7.605
'0:08.768',7.605
'0:08.772',7.600
'0:08.776',7.605
'0:08.780',7.615
'0:08.784',7.605
'0:08.788',7.615
'0:08.792',7.625
'0:08.796',7.615
'0:08.800',7.600
'0:08.804',7.600
'0:08.808',7.600
'0:08.812',7.600
'0:08.816',7.590
'0:08.820',7.570
'0:08.824',7.570
'0:08.828',7.565
'0:08.832',7.570
'0:08.836',7.565
'0:08.840',7.590
'0:08.844',7.570
'0:08.848',7.565
'0:08.852',7.555
'0:08.856',7.495
'0:08.860',7.485
'0:08.864',7.485
'0:08.868',7.505
'0:08.872',7.540
'0:08.876',7.540
'0:08.880',7.555
'0:08.884',7.570
'0:08.888',7.590
'0:08.892',7.555
'0:08.896',7.600
'0:08.900',7.570
'0:08.904',7.565
'0:08.908',7.570
'0:08.912',7.570
'0:08.916',7.605
'0:08.920',7.590
'0:08.924',7.570
'0:08.928',7.570
'0:08.932',7.565
'0:08.936',7.570
'0:08.940',7.570
'0:08.944',7.605
'0:08.948',7.655
'0:08.952',7.655
'0:08.956',7.570
'0:08.960',7.420
'0:08.964',7.120
'0:08.968',6.820
'0:08.972',6.640
'0:08.976',6.420
'0:08.980',6.130
'0:08.984',6.100
'0:08.988',6.470
'0:08.992',7.050
'0:08.996',7.505
'0:09.000',7.810
'0:09.004',7.880
'0:09.008',7.745
'0:09.012',7.600
'0:09.016',7.530
'0:09.020',7.485
'0:09.024',7.460
'0:09.028',7.470
'0:09.032',7.470
'0:09.036',7.460
'0:09.040',7.460
'0:09.044',7.470
'0:09.048',7.470
'0:09.052',7.460
'0:09.056',7.480
'0:09.060',7.470
'0:09.064',7.460
'0:09.068',7.470
'0:09.072',7.460
'0:09.076',7.460
'0:09.080',7.450
'0:09.084',7.445
'0:09.088',7.480
'0:09.092',7.445
'0:09.096',7.435
'0:09.100',7.435
'0:09.104',7.425
'0:09.108',7.435
'0:09.112',7.435
'0:09.116',7.425
'0:09.120',7.425
'0:09.124',7.420
'0:09.128',7.410
'0:09.132',7.390
'0:09.136',7.390
'0:09.140',7.390
'0:09.144',7.410
'0:09.148',7.375
'0:09.152',7.340
'0:09.156',7.365
'0:09.160',7.365
'0:09.164',7.360
'0:09.168',7.360
'0:09.172',7.325
'0:09.176',7.325
'0:09.180',7.305
'0:09.184',7.290
'0:09.188',7.280
'0:09.192',7.265
'0:09.196',7.230
'0:09.200',7.205
'0:09.204',7.195
'0:09.208',7.160
'0:09.212',7.130
'0:09.216',7.085
'0:09.220',7.060
'0:09.224',7.040
'0:09.228',7.015
'0:09.232',6.965
'0:09.236',6.950
'0:09.240',6.895
'0:09.244',6.855
'0:09.248',6.810
'0:09.252',6.805
'0:09.256',6.770
'0:09.260',6.745
'0:09.264',6.715
'0:09.268',6.715
'0:09.272',6.715
'0:09.276',6.735
'0:09.280',6.770
'0:09.284',6.805
'0:09.288',6.855
'0:09.292',6.915
'0:09.296',6.980
'0:09.300',7.040
'0:09.304',7.120
'0:09.308',7.170
'0:09.312',7.220
'0:09.316',7.265
'0:09.320',7.325
'0:09.324',7.325
'0:09.328',7.365
'0:09.332',7.400
'0:09.336',7.425
'0:09.340',7.435
'0:09.344',7.460
'0:09.348',7.480
'0:09.352',7.480
'0:09.356',7.485
'0:09.360',7.480
'0:09.364',7.485
'0:09.368',7.485
'0:09.372',7.485
'0:09.376',7.495
'0:09.380',7.495
'0:09.384',7.495
'0:09.388',7.505
'0:09.392',7.480
'0:09.396',7.505
'0:09.400',7.520
'0:09.404',7.505
'0:09.408',7.510
'0:09.412',7.505
'0:09.416',7.510
'0:09.420',7.530
'0:09.424',7.530
'0:09.428',7.510
'0:09.432',7.540
'0:09.436',7.545
'0:09.440',7.545
'0:09.444',7.540
'0:09.448',7.545
'0:09.452',7.555
'0:09.456',7.540
'0:09.460',7.545
'0:09.464',7.555
'0:09.468',7.545
'0:09.472',7.545
'0:09.476',7.565
'0:09.480',7.565
'0:09.484',7.545
'0:09.488',7.545
'0:09.492',7.545
'0:09.496',7.570
'0:09.500',7.545
'0:09.504',7.565
'0:09.508',7.565
'0:09.512',7.545
'0:09.516',7.545
'0:09.520',7.555
'0:09.524',7.565
'0:09.528',7.565
'0:09.532',7.565
'0:09.536',7.565
'0:09.540',7.600
'0:09.544',7.570
'0:09.548',7.570
'0:09.552',7.570
'0:09.556',7.570
'0:09.560',7.625
'0:09.564',7.580
'0:09.568',7.590
'0:09.572',7.600
'0:09.576',7.600
'0:09.580',7.605
'0:09.584',7.600
'0:09.588',7.600
'0:09.592',7.590
'0:09.596',7.580
'0:09.600',7.580
'0:09.604',7.580
'0:09.608',7.605
'0:09.612',7.605
'0:09.616',7.600
'0:09.620',7.590
'0:09.624',7.625
'0:09.628',7.600
'0:09.632',7.590
'0:09.636',7.580
'0:09.640',7.600
'0:09.644',7.600
'0:09.648',7.615
'0:09.652',7.615
'0:09.656',7.605
'0:09.660',7.600
'0:09.664',7.615
'0:09.668',7.615
'0:09.672',7.625
'0:09.676',7.605
'0:09.680',7.600
'0:09.684',7.600
'0:09.688',7.625
'0:09.692',7.605
'0:09.696',7.615
'0:09.700',7.615
'0:09.704',7.600
'0:09.708',7.605
'0:09.712',7.625
'0:09.716',7.625
'0:09.720',7.615
'0:09.724',7.615
'0:09.728',7.605
'0:09.732',7.640
'0:09.736',7.615
'0:09.740',7.605
'0:09.744',7.600
'0:09.748',7.605
'0:09.752',7.615
'0:09.756',7.615
'0:09.760',7.615
'0:09.764',7.605
'0:09.768',7.615
'0:09.772',7.605
'0:09.776',7.630
'0:09.780',7.640
'0:09.784',7.640
'0:09.788',7.630
'0:09.792',7.615
'0:09.796',7.640
'0:09.800',7.625
'0:09.804',7.615
'0:09.808',7.630
'0:09.812',7.625
'0:09.816',7.625
'0:09.820',7.625
'0:09.824',7.615
'0:09.828',7.605
'0:09.832',7.630
'0:09.836',7.640
'0:09.840',7.640
'0:09.844',7.640
'0:09.848',7.640
'0:09.852',7.625
'0:09.856',7.625
'0:09.860',7.630
'0:09.864',7.625
'0:09.868',7.630
'0:09.872',7.625
'0:09.876',7.630
'0:09.880',7.625
'0:09.884',7.630
'0:09.888',7.625
'0:09.892',7.640
'0:09.896',7.640
'0:09.900',7.605
'0:09.904',7.625
'0:09.908',7.640
'0:09.912',7.640
'0:09.916',7.630
'0:09.920',7.630
'0:09.924',7.640
'0:09.928',7.615
'0:09.932',7.615
'0:09.936',7.615
'0:09.940',7.600
'0:09.944',7.605
'0:09.948',7.605
'0:09.952',7.590
'0:09.956',7.570
'0:09.960',7.590
'0:09.964',7.565
'0:09.968',7.615
'0:09.972',7.600
'0:09.976',7.590
'0:09.980',7.570
'0:09.984',7.565
'0:09.988',7.590
'0:09.992',7.605
'0:09.996',7.605
'0:10.000',7.605
'0:10.004',7.605
'0:10.008',7.605
'0:10.012',7.625
'0:10.016',7.630
'0:10.020',7.630
'0:10.024',7.625
'0:10.028',7.625
'0:10.032',7.650
'0:10.036',7.605
'0:10.040',7.625
'0:10.044',7.625
'0:10.048',7.630
'0:10.052',7.630
'0:10.056',7.615
'0:10.060',7.625
'0:10.064',7.630
'0:10.068',7.650
'0:10.072',7.605
'0:10.076',7.540
'0:10.080',7.315
'0:10.084',7.050
'0:10.088',6.855
'0:10.092',6.760
'0:10.096',6.555
'0:10.100',6.350
'0:10.104',6.545
'0:10.108',6.965
'0:10.112',7.400
'0:10.116',7.690
'0:10.120',7.895
'0:10.124',7.855
'0:10.128',7.685
'0:10.132',7.555
'0:10.136',7.540
'0:10.140',7.540
'0:10.144',7.540
'0:10.148',7.530
'0:10.152',7.510
